"category","id","kabupaten","kecamatan","kelurahan","nama_tempat","alamat","daya_tampung","koordinator","no_hp","dokumen","keterangan","lat","lon","created_at","updated_at","deleted_at"
"Dalam Observasi","850","KAB. TRENGGALEK","DURENAN","Kamulan","Balai Desa Kamulan","Rt. 23/ 04 Ds. Kamulan ","3 Tempat Tidur","Solikin","","","","-8.0976852","111.8099482","0000-00-00 00:00:00","2020-04-11 09:34:58","0000-00-00 00:00:00"
"Dalam Observasi","851","KAB. TRENGGALEK","DURENAN","Ngadisuko","Balai Desa Ngadisuko","Jl Raya Ngadisuko No 01 ","2 Temapt Tidur","Mutriman","","","","-8.1294871","111.7795683","0000-00-00 00:00:00","2020-04-11 09:39:14","0000-00-00 00:00:00"
"Dalam Observasi","852","KAB. TRENGGALEK","DURENAN","Malasan","Balai Desa Malasan","Rt. 20/ 05 Ds. Malasan ","3 Tempat Tidur","Sutrisno","","","","-8.1209956","111.8209887","0000-00-00 00:00:00","2020-04-11 09:56:14","0000-00-00 00:00:00"
"Dalam Observasi","853","KAB. TRENGGALEK","DURENAN","Karanganom","Balai Desa Karanganom","Rt. 01/01 Ds. Karanganom ","4 Tempat Tidur","Ibu Muntingah","","","","-8.1042637","111.8289013","0000-00-00 00:00:00","2020-04-11 10:04:54","0000-00-00 00:00:00"
"Dalam Observasi","854","KAB. TRENGGALEK","DURENAN","Gador","Balai Desa Gador","Rt. 01/01 Ds. Gador ","2 Temapt Tidur","Waras","","","","-8.0809222","111.7760354","0000-00-00 00:00:00","2020-04-11 10:09:06","0000-00-00 00:00:00"
"Dalam Observasi","855","KAB. TRENGGALEK","DURENAN","Baruharjo","Balai Desa Baruharjo","Rt. 01/01 Desa Baruharjo ","3 Tempat Tidur","Bambang Hri,","","","","-8.0959402","111.8243402","0000-00-00 00:00:00","2020-04-11 10:17:08","0000-00-00 00:00:00"
"Dalam Observasi","856","KAB. TRENGGALEK","DURENAN","Sumberejo","Balai Desa Sumberejo","Rt. 05/02 Ds. Sumberejo ","3 Tempat Tidur","Didik Haryanto,","081252016050","","","-8.0616207","   111.7728098","0000-00-00 00:00:00","2020-04-11 10:22:16","0000-00-00 00:00:00"
"Dalam Observasi","857","KAB. TRENGGALEK","DURENAN","Kendalrejo","Balai Desa Kendalrejo","Rt. 08 / 04 Desa Kendalrejo ","4 Tempat Tidur","Subero,","085335842903","","","-8.1093141","  111.7701154","0000-00-00 00:00:00","2020-04-11 10:26:49","0000-00-00 00:00:00"
"Dalam Observasi","858","KAB. TRENGGALEK","DURENAN","Pakis","Balai Desa Pakis","Rt. 01/01 Desa Pakis ","3 Tempat Tidur","Agus Mashari, ","","","","-8.1046371","  111.7801153","0000-00-00 00:00:00","2020-04-11 10:30:03","0000-00-00 00:00:00"
"Dalam Observasi","859","KAB. TRENGGALEK","DURENAN","Durenan","Rumah Hibah Ds. Durenan","Rt. 05/03 Desa Durenan ","10 tempat tidur","Imam Safi'I,","081259121290","","","-8.1271531","   111.7999552","0000-00-00 00:00:00","2020-04-11 10:33:32","0000-00-00 00:00:00"
"Dalam Observasi","860","KAB. TRENGGALEK","DURENAN","Sumbergayam","Balai Desa Sumbergayam","Rt. 03/ 01 Ds.Sumbergayam ","4 Tempat Tidur","Dwi Siswo Siswoyo, ","","","","-8.0616207","   111.7728098","0000-00-00 00:00:00","2020-04-11 10:38:39","0000-00-00 00:00:00"
"Dalam Observasi","861","KAB. TRENGGALEK","BENDUNGAN","Dompyong","Balai Desa Bendungan","RT 01/01 Desa Dompyong ","10 Tempat tidur","Lamiran","","","","-7.9318691","111.6948699","0000-00-00 00:00:00","2020-04-11 10:49:26","0000-00-00 00:00:00"
"Dalam Observasi","862","KAB. TRENGGALEK","BENDUNGAN","Srabah","Balai Pertemuan","RT 02/01 Desa Srabah ","40 Tempat Tidur","Saifudin","082142394777","","","-7.9942921"," 111.6917903","0000-00-00 00:00:00","2020-04-11 10:54:21","0000-00-00 00:00:00"
"Dalam Observasi","863","KAB. TRENGGALEK","BENDUNGAN","Masaran","Polindes Desa Masaran","RT 08/04 Desa Masaran ","40 tempat ridur","Supardi","081249092661","","","-7.9572502","   111.6398149","0000-00-00 00:00:00","2020-04-11 11:21:09","0000-00-00 00:00:00"
"Dalam Observasi","864","KAB. TRENGGALEK","BENDUNGAN","Sengon","Pondok Kesehata Desa","RT 04/02 Desa Sengon ","10 Tempat Tidur","Dwi Yulianto","085236219729","","","-7.9970771"," 111.6706754  ","0000-00-00 00:00:00","2020-04-11 13:42:03","0000-00-00 00:00:00"
"Dalam Observasi","865","KAB. TRENGGALEK","BENDUNGAN","","Balai Desa Semurup","RT 01/01 Desa Semurup ","30 Tempat tidur","Budianto","082338137766","","","-7.9748621","   111.6829653","0000-00-00 00:00:00","2020-04-11 13:46:15","0000-00-00 00:00:00"
"Dalam Observasi","866","KAB. TRENGGALEK","BENDUNGAN","Botoputih","Polindes Desa Botoputih","RT 19/06 Desa Botoputih ","45 Tempat Tidur","Budi Utomo","085259864917","","","-7.921483","111.6951668","0000-00-00 00:00:00","2020-04-11 13:54:07","0000-00-00 00:00:00"
"Dalam Observasi","867","KAB. TRENGGALEK","BENDUNGAN","Surenlor","Balai Desa Surenlor","RT 01/01 Desa Surenlor ","40 Tempat Tidur","Sujiono","085257230484","","","-7.9536376","   111.6668133","0000-00-00 00:00:00","2020-04-11 13:58:44","0000-00-00 00:00:00"
"Dalam Observasi","868","KAB. TRENGGALEK","BENDUNGAN","Depok","Balai Desa Depok","RT 18/06 Desa Depok ","35 Tempat Tidur","Sugeng","082141375890","","","-7.9743341"," 111.7115803","0000-00-00 00:00:00","2020-04-11 14:03:03","0000-00-00 00:00:00"
"Dalam Observasi","869","KAB. TRENGGALEK","KAMPAK","Bendoagung","Balai Desa Bendoagung","Jl. Raya Kampak - Munjungan ","8 tempat tidur","Wahyu Widodo","","","","-8.1715976","111.6493997","0000-00-00 00:00:00","2020-04-11 14:06:42","0000-00-00 00:00:00"
"Dalam Observasi","870","KAB. TRENGGALEK","KAMPAK","Bogoran","Balai Desa Bogoran","Rt 01 Rw 01 Ds. Bogoran  ","10 Tempat tidur","Padlun","081359459771","","","-8.1864835","   111.6070719","0000-00-00 00:00:00","2020-04-11 14:10:41","0000-00-00 00:00:00"
"Dalam Observasi","871","KAB. TRENGGALEK","KAMPAK","Ngadimulyo","Balai Desa Ngadimulyo","Jl. Raya Kampak - Munjungan ","10 Tempat tidur","Edy Marsam","082235924170","","","-8.2287735","   111.5990802","0000-00-00 00:00:00","2020-04-11 14:30:01","0000-00-00 00:00:00"
"Dalam Observasi","872","KAB. TRENGGALEK","KAMPAK","Karangrejo","Balai Desa Karangrejo","Rt 09 Rw 03 Desa Karangrejo ","10 Tempat Tidur","Purwadi SPd","0821423681150","","","-8.2260434","   111.6236152","0000-00-00 00:00:00","2020-04-11 14:33:26","0000-00-00 00:00:00"
"Dalam Observasi","873","KAB. TRENGGALEK","KAMPAK","Senden","Balai Desa Senden","Rt 07 Rw 04 Desa Senden ","6 Tempat Tidur","H Sumarji ","081335702000","","","-8.1939411","  111.6600703","0000-00-00 00:00:00","2020-04-11 14:37:02","0000-00-00 00:00:00"
"Dalam Observasi","874","KAB. TRENGGALEK","KAMPAK","Timahan","Balai Desa Timahan","Rt 02 Rw 01 Ds. Timahan ","10 tempat tidur","Hery Sulistyo Bekti S.T","082232302842","","","-8.155997","   111.6336203","0000-00-00 00:00:00","2020-04-11 14:41:08","0000-00-00 00:00:00"
"Dalam Observasi","875","KAB. TRENGGALEK","KAMPAK","Sugihan","Postu","Rt 04 Rw 02  Ds. Sugihan  ","10 Tempat tidur ","Hikmatul Zulva","","","","-8.1714437","111.6704353","0000-00-00 00:00:00","2020-04-11 14:45:08","0000-00-00 00:00:00"
"Dalam Observasi","876","KAB. TRENGGALEK","GANDUSARI","Gandusari","GSG Ds. Gandusari","Jln Gandusari - Kampak ","30 Tempat Tidur","Adi Sumarwan","082131773193","","","-8.1315716","111.6927104","0000-00-00 00:00:00","2020-04-11 14:48:31","0000-00-00 00:00:00"
"Dalam Observasi","877","KAB. TRENGGALEK","GANDUSARI","Ngrayung","Balai Desa Ngrayung","Jln Gandusari - Kampak ","20 Tempat Tidur","Adi Santosa '081331373805","","","","-8.1631621","   111.6685393","0000-00-00 00:00:00","2020-04-11 14:52:04","0000-00-00 00:00:00"
"Dalam Observasi","878","KAB. TRENGGALEK","GANDUSARI","Jajar","SDN Jajar","Jln Jajar ","25 Tempat Tidur","Mukaryanto Edy","","","","-8.1582541","111.6886464","0000-00-00 00:00:00","2020-04-11 14:54:06","0000-00-00 00:00:00"
"Dalam Observasi","879","KAB. TRENGGALEK","GANDUSARI","Wonorejo","SDN 1 Wonorejo","Jln Gandusari - Kampak ","30 Tempat Tidur","H. Dawud","082331632591","","","-8.1427151","   111.6646754","0000-00-00 00:00:00","2020-04-10 20:20:39","0000-00-00 00:00:00"
"Dalam Observasi","880","KAB. TRENGGALEK","GANDUSARI","Sukorejo","SDN 2 Sukorejo","Jln Awar -awar ","35 Tempat Tidur","Mohammad Nur Huda","","","","-8.1378054","111.6911971","0000-00-00 00:00:00","2020-04-11 09:48:06","0000-00-00 00:00:00"
"Dalam Observasi","881","KAB. TRENGGALEK","GANDUSARI","Wonoanti","Balai Desa Wonoanti","Jln Gandusari - Ngetal ","25 Tempat Tidur","Suyanto","085204916378","","","-8.1181376","111.6976034","0000-00-00 00:00:00","2020-04-11 09:40:50","0000-00-00 00:00:00"
"Dalam Observasi","882","KAB. TRENGGALEK","GANDUSARI","Widoro","SMPN 2 Widoro","Jln Gandusari-Kedunglurah ","30 Tempat Tidur","Rohmad Spd","081335030011","","","-8.1181185","111.7228679","0000-00-00 00:00:00","2020-04-11 09:40:33","0000-00-00 00:00:00"
"Dalam Observasi","883","KAB. TRENGGALEK","GANDUSARI","Karanganyar","SDN 1 Karanganyar","Jln Gandusari-Kedunglurah ","30 Tempat Tidur","Bambang Dwi Suryanto","","","","-8.1233212","   111.7121488","0000-00-00 00:00:00","2020-04-11 15:00:16","0000-00-00 00:00:00"
"Dalam Observasi","884","KAB. TRENGGALEK","GANDUSARI","Melis","Balai Desa Melis","Jln Gandusari-Kedunglurah ","20 Tempat Tidur","Feri S","081359451539","","","-8.1241416","   111.7204878","0000-00-00 00:00:00","2020-04-11 15:23:19","0000-00-00 00:00:00"
"Dalam Observasi","885","KAB. TRENGGALEK","GANDUSARI","Krandegan","SDN Krandegan","Jln Krandegan Bendo ","25 Tempat Tidur","Agus Huda Mustofa","","","","-8.1188192","111.7463279","0000-00-00 00:00:00","2020-04-11 08:28:50","0000-00-00 00:00:00"
"Dalam Observasi","886","KAB. TRENGGALEK","GANDUSARI","Sukorame","SDN 3 Sukorame","Jln Gandusari-Kedunglurah ","30 Tempat Tidur","Nus Syamsu","08113025394","","","-8.1226481","  111.7391238","0000-00-00 00:00:00","2020-04-10 20:39:57","0000-00-00 00:00:00"
"Dalam Observasi","887","KAB. TRENGGALEK","WATULIMO","Margomulyo","Aula Balai Ds. Margomulyo","Rt 12/01 Ds. Margomulyo ","30 Orang","Kamali  ","","","","-8.283519","111.702209","0000-00-00 00:00:00","2020-04-11 08:32:46","0000-00-00 00:00:00"
"Dalam Observasi","888","KAB. TRENGGALEK","WATULIMO","Pakel","Pustu Ds Pakel","Rt11/02 Ds. Pakel ","4 Orang","Jaidi ","","","","-8.2143649","111.6784902","0000-00-00 00:00:00","2020-04-11 08:35:23","0000-00-00 00:00:00"
"Dalam Observasi","889","KAB. TRENGGALEK","WATULIMO","Ngembel","Polindes Ds. Ngembel","Rt 08/02 Ds. Ngembel ","10 orang ","Ibu Khusnia ","","","","-8.2213763","111.6966904","0000-00-00 00:00:00","2020-04-11 08:38:37","0000-00-00 00:00:00"
"Dalam Observasi","890","KAB. TRENGGALEK","WATULIMO","Gemaharjo","Polindes Ds Gemaharjo","Rt 20/06 Ds.Gemaharjo ","5 orang","Mahmud kholis ","","","","-8.2507674","111.7040558","0000-00-00 00:00:00","2020-04-11 08:39:10","0000-00-00 00:00:00"
"Dalam Observasi","891","KAB. TRENGGALEK","WATULIMO","Slawe","Aula balai Ds.Selawe","Rt 05/01 Ds. Slawe ","12 orang","Santo ","","","","-8.2453712","111.6870202","0000-00-00 00:00:00","2020-04-10 20:55:07","0000-00-00 00:00:00"
"Dalam Observasi","892","KAB. TRENGGALEK","WATULIMO","Dukuh","Polindes Ds.Dukuh","Rt 02/01 Ds.Dukuh ","5 Orang","Sunaryo ","","","","-8.2652876","111.5744468","0000-00-00 00:00:00","2020-04-11 08:41:54","0000-00-00 00:00:00"
"Dalam Observasi","893","KAB. TRENGGALEK","WATULIMO","Sawahan","Aula Balai Ds.sawahan ","Rt 04/02 Ds.Sawahan ","20 Orang"," Yani Prasongko ","","","","-8.2694255","111.6826588","0000-00-00 00:00:00","2020-04-10 21:00:48","0000-00-00 00:00:00"
"Dalam Observasi","894","KAB. TRENGGALEK","WATULIMO","Tasikmadu","Aula Bali Desa Tasikmadu","Rt 05/01 Desa Tasikmadu ","30 Orang","Handoyo ","","","","-8.3023709","111.7153919","0000-00-00 00:00:00","2020-04-10 12:48:36","0000-00-00 00:00:00"
"Dalam Observasi","895","KAB. TRENGGALEK","WATULIMO","Prigi","Aula Balai Ds Prigi","Rt 27/07 Ds Prigi ","25 orang","Im. Muslim ","","","","-8.2762005","111.7023103","0000-00-00 00:00:00","2020-04-10 21:04:48","0000-00-00 00:00:00"
"Dalam Observasi","896","KAB. TRENGGALEK","WATULIMO","Karanggandu","Aula Bencana Ds.Karanggandu","Rt 10/04 Ds.Karanggandu ","20 Orang ","Amiyanto ","","","","-8.3288539","111.6821287","0000-00-00 00:00:00","2020-04-11 09:31:52","0000-00-00 00:00:00"
"Dalam Observasi","897","KAB. TRENGGALEK","WATULIMO","Watuagung","Aula Balai Ds.Watuagung","Rt 18/05 Ds.Watuagung ","15  Orang","Muhtarudin ","","","","-8.2620232","111.5139865","0000-00-00 00:00:00","2020-04-11 09:30:28","0000-00-00 00:00:00"
"Dalam Observasi","898","KAB. TRENGGALEK","WATULIMO","Watulimo","Kantor Linmas Ds.Watulimo","Rt 6/02 Ds.Watulimo ","10 orang ","Maryani ","","","","-8.2355385","111.6809935","0000-00-00 00:00:00","2020-04-10 21:21:02","0000-00-00 00:00:00"
"Dalam Observasi","899","KAB. TRENGGALEK","KARANGAN","Kerjo","Balai desa Kerjo","RT 03 RW 01 Desa Kerjo ","20 Tempat tidur","Rebo  Kades","","","","-8.0610394","111.6545787","0000-00-00 00:00:00","2020-04-10 21:26:23","0000-00-00 00:00:00"
"Dalam Observasi","900","KAB. TRENGGALEK","KARANGAN","Ngentrong","Balai desa Ngnetrong","RT 09 RW 02 Desa Ngentrong ","20 Tempat tidur","Nurhadi Sofyan Kades","","","","-8.0483739","111.6808674","0000-00-00 00:00:00","2020-04-11 09:26:07","0000-00-00 00:00:00"
"Dalam Observasi","901","KAB. TRENGGALEK","KARANGAN","Karangan","Balai desa Karangan","RT 16 RW 04 Desa Karangan ","20 Tempat tidur","Tri Rohadi Kades","","","","-8.0750148","111.6487952","0000-00-00 00:00:00","2020-04-10 21:31:34","0000-00-00 00:00:00"
"Dalam Observasi","902","KAB. TRENGGALEK","KARANGAN","Buluagung","Balai desa Buluagung","RT 01 RW 01 Desa Buluagung ","20 Tempat tidur","Sumarno Kades","","","","-8.0529484","111.6716542","0000-00-00 00:00:00","2020-04-10 21:34:51","0000-00-00 00:00:00"
"Dalam Observasi","903","KAB. TRENGGALEK","KARANGAN","Salamrejo","Balai desa Salamrejo","RT 08 RW 02 Desa Salamrejo ","20 Tempat tidur","Isngaini Kades","","","","-8.0709258","111.6821415","0000-00-00 00:00:00","2020-04-11 09:24:16","0000-00-00 00:00:00"
"Dalam Observasi","904","KAB. TRENGGALEK","KARANGAN","Sumberingin","Balai desa Sumberingin","RT 19 RW 06 Desa Sumberingin ","20 Tempat tidur","Joko Pitoyo Kades","","","","-8.0933597","111.6860507","0000-00-00 00:00:00","2020-04-11 09:22:52","0000-00-00 00:00:00"
"Dalam Observasi","905","KAB. TRENGGALEK","KARANGAN","Jati","Balai desa Jati","RT 23 RW 07 Desa Jati ","20 Tempat tidur","Suyitno Kades,","06123423344","","","-8.0961796","111.6518517","0000-00-00 00:00:00","2020-04-11 09:16:29","0000-00-00 00:00:00"
"Dalam Observasi","906","KAB. TRENGGALEK","KARANGAN","Jatiprahu","Balai desa Jatiprahu","RT 29 RW 05 Desa Jatiprahu ","50 Tempat tidur","Slamet Riyadi  Kades","","","","-8.1062845","111.6897808","0000-00-00 00:00:00","2020-04-11 09:14:01","0000-00-00 00:00:00"
"Dalam Observasi","907","KAB. TRENGGALEK","KARANGAN","Kedungsigit","GOR Olah Raga Kedungsigit","RT 08 RW 02 Desa Kedungsigit ","50 Tempat tidur","Aris Cahyo Widigdo  Kades","082245231098","","","-8.0895646","111.6562348 ","0000-00-00 00:00:00","2020-04-11 07:37:14","0000-00-00 00:00:00"
"Dalam Observasi","908","KAB. TRENGGALEK","KARANGAN","Sumber","Balai desa Sumber","RT 29 RW 05 Desa Sumber ","20 Tempat tidur","Budi P  Kades","085334031482","","","-8.0426695","111.6727748  ","0000-00-00 00:00:00","2020-04-11 07:58:50","0000-00-00 00:00:00"
"Dalam Observasi","909","KAB. TRENGGALEK","KARANGAN","Kayen","Balai desa Kayen","RT 02 RW 01 Desa Kayen ","20 Tempat tidur","HariyantoKades","082333553039","","","-8.0827699","111.6290802  ","0000-00-00 00:00:00","2020-04-11 08:01:12","0000-00-00 00:00:00"
"Dalam Observasi","910","KAB. TRENGGALEK","KARANGAN","Sukowetan","Balai desa Sukowetan","RT 08 RW 03 Desa Sukowetan ","20 Tempat tidur","Sururi Kades","","","","-8.1098536","111.6623699","0000-00-00 00:00:00","2020-04-11 08:03:26","0000-00-00 00:00:00"
"Dalam Observasi","911","KAB. TRENGGALEK","TUGU","Tegaren","Aula Balai Desa ","RT 07/03  Dsn Tompe Desa Tegaren ","20 Tempat Tidur","Heri Supriyanto","085231229190","","","-8.018961","111.6392907","0000-00-00 00:00:00","2020-04-11 08:05:54","0000-00-00 00:00:00"
"Dalam Observasi","912","KAB. TRENGGALEK","TUGU","","Aula Balai Desa","Jln Trenggalek-Ponorogo KM 8, Desa Sukorejo ","20 Tempat Tidur","Nurudin","082187702274","","","-8.0286885","111.5592747","0000-00-00 00:00:00","2020-04-11 08:08:38","0000-00-00 00:00:00"
"Dalam Observasi","913","KAB. TRENGGALEK","TUGU","Tumpuk","Gedung Serbaguna","RT 02/01 Dsn Krajan Desa Tumpuk ","25 Tempat Tidur","Sulih Wiyono","081333972112","","","-8.05936","111.6349277","0000-00-00 00:00:00","2020-04-11 08:11:10","0000-00-00 00:00:00"
"Dalam Observasi","914","KAB. TRENGGALEK","TUGU","Nglinggis","Anjungan Cerdas","Jln Nasional KM 17 RT 08/03 Desa Nglinggis ","20 Tempat Tidur","Djoko Rusianto","082333486610","","","-8.0429196","111.5781709  ","0000-00-00 00:00:00","2020-04-11 08:13:37","0000-00-00 00:00:00"
"Dalam Observasi","915","KAB. TRENGGALEK","TUGU","Banaran","Kantor Balai Desa ","RT 03/02 Dsn Tawang ","4 Tempat Tidur","Warsito","082240808888","","","-8.0385326","111.6661204","0000-00-00 00:00:00","2020-04-11 09:05:22","0000-00-00 00:00:00"
"Dalam Observasi","916","KAB. TRENGGALEK","TUGU","Winong","Kantor Balai Desa","RT 01/01 Dsn Krajan Ds Winong ","20 Tempat Tidur","Humariyati, S.Pd","085235733100","","","-8.0388164","111.6421164","0000-00-00 00:00:00","2020-04-11 08:58:14","0000-00-00 00:00:00"
"Dalam Observasi","917","KAB. TRENGGALEK","TUGU","Jambu","Kantor Balai Desa ","Jln Raya Trenggalek-Ponorogo KM 10 Desa Jambu ","6 Tempat Tidur","Jureni ","081336178890","","","-8.0424866","  111.6093464","0000-00-00 00:00:00","2020-04-11 08:57:05","0000-00-00 00:00:00"
"Dalam Observasi","918","KAB. TRENGGALEK","TUGU","Pucanganak","Aula Balai Desa","RT 10/04 Dsn Krajan Desa Pucang anak ","15 Tempat Tidur","Sumari","082142030708","","","-8.0323082","111.6070788","0000-00-00 00:00:00","2020-04-11 08:52:20","0000-00-00 00:00:00"
"Dalam Observasi","919","KAB. TRENGGALEK","TUGU","Prambon","Kantor Balai Desa","RT 15/03 Dsn Krajan Desa Prambon ","10 Tempat Tidur","Suwarji","082357745881","","","-8.0044939","111.6630455","0000-00-00 00:00:00","2020-04-11 08:51:08","0000-00-00 00:00:00"
"Dalam Observasi","920","KAB. TRENGGALEK","TUGU","Nglongsor","Aula Balai Desa ","Jln Raya Trenggalek-Ponorogo KM 6 Desa Nglongsor ","24 Tempat tidur","Danang Andrianto","081335091234","","","-8.0567146","111.6637205","0000-00-00 00:00:00","2020-04-11 08:47:52","0000-00-00 00:00:00"
"Dalam Observasi","921","KAB. TRENGGALEK","TUGU","Dermosari","Kantor Balai Desa","Jln Raya Trenggalek - Ponorogo KM 10 Desa Dermosari ","8 Tempat Tidur","Suminto","082389307717","","","-8.021965","111.6262214","0000-00-00 00:00:00","2020-04-11 08:44:55","0000-00-00 00:00:00"
"Dalam Observasi","922","KAB. TRENGGALEK","TUGU","Gondang","Kantor Balai Desa","RT 20/05 Dsn Setono Desa ","10 Tempat Tidur","Hardina Tria Saputra","081333996730","","","-8.0473784","   111.6461992","0000-00-00 00:00:00","2020-04-11 15:27:51","0000-00-00 00:00:00"
"Dalam Observasi","923","KAB. TRENGGALEK","TUGU","Ngepeh","Kantor Balai Desa","RT 04/01 Dsn Krajan  Desa Ngepeh ","6 Tempat Tidur","Teguh","082334491143","","","-8.0673757","   111.6106253","0000-00-00 00:00:00","2020-04-11 15:47:07","0000-00-00 00:00:00"
"Dalam Observasi","924","KAB. TRENGGALEK","TUGU","Gading","Aula Balai Desa ","RT 01/01 Desa Gading ","6 Tempat Tidur","Wiryanto","082210260681","","","-8.0257129","   111.5836117","0000-00-00 00:00:00","2020-04-11 15:53:12","0000-00-00 00:00:00"
"Dalam Observasi","925","KAB. TRENGGALEK","TUGU","Duren","Aula Balai Desa ","RT 01/02 Dusun Gajah Desa Duren ","10 Tempat Tidur","Basuki","08523598211","","","-8.0599431","  111.5864358","0000-00-00 00:00:00","2020-04-11 16:00:02","0000-00-00 00:00:00"
"Dalam Observasi","926","KAB. TRENGGALEK","PULE","Sidomulyo","Balai Desa Puyung","Jln Raya Puyung  ","4 tempat tidur","Wahyono","","","","-8.1492469","111.4598993","0000-00-00 00:00:00","2020-04-11 16:06:38","0000-00-00 00:00:00"
"Dalam Observasi","927","KAB. TRENGGALEK","PULE","Puyung","Balai Desa Puyung","Jln Raya Puyung  ","6 tempat tidur","Budiono","","","","-8.1315625","111.4686037","0000-00-00 00:00:00","2020-04-11 16:11:37","0000-00-00 00:00:00"
"Dalam Observasi","928","KAB. TRENGGALEK","PULE","Joho","Balai Desa Joho","Jln Raya Joho ","6 tempat tidur","Sali ","","","","-8.1653146","111.5092452","0000-00-00 00:00:00","2020-04-11 16:15:31","0000-00-00 00:00:00"
"Dalam Observasi","929","KAB. TRENGGALEK","PULE","Pakel","Balai Desa Pakel","Jln Raya Pakel ","4 tempat tidur","Paimin","","","","-8.1375396","111.5227104","0000-00-00 00:00:00","2020-04-11 16:17:26","0000-00-00 00:00:00"
"Dalam Observasi","930","KAB. TRENGGALEK","PULE","Kembangan","Balai Desa Kembangan","Jln Raya Kembangan ","4 tempat tidur","Sukimin","","","","-8.1450259","111.5181603","0000-00-00 00:00:00","2020-04-10 21:43:07","0000-00-00 00:00:00"
"Dalam Observasi","931","KAB. TRENGGALEK","PULE","Pule","Balai Desa Pule","Jl Raya Pule  ","4 tempat tidur","Purwadi","","","","-8.1223847","111.5299953","0000-00-00 00:00:00","2020-04-10 21:44:50","0000-00-00 00:00:00"
"Dalam Observasi","932","KAB. TRENGGALEK","PULE","Tanggaran","Balai Desa Tanggaran","Jl Raya Tanggaran 01 ","4 tempat tidur","Jemiyo HS","","","","-8.0882996","111.5253893","0000-00-00 00:00:00","2020-04-10 21:45:27","0000-00-00 00:00:00"
"Dalam Observasi","933","KAB. TRENGGALEK","PULE","Jombok","Balai Desa Jombok","Jln Desa Jombok ","6 tempat tidur","Nursalim","","","","-8.0984135","111.5440003","0000-00-00 00:00:00","2020-04-10 22:01:43","0000-00-00 00:00:00"
"Dalam Observasi","934","KAB. TRENGGALEK","PULE","Karanganyar","Balai Desa Karanganyar","Jln Desa Karanganyar ","4 tempat tidur","Kuslan","","","","-8.0691756","111.5379449","0000-00-00 00:00:00","2020-04-11 16:27:10","0000-00-00 00:00:00"
